matches,matchesInStart,matchesSubstituted,matchesComingOff,minutesOnField,minutesTagged,goals,assists,shots,headShots,yellowCards,redCards,directRedCards,penalties,linkupPlays,duels,duelsWon,defensiveDuels,defensiveDuelsWon,offensiveDuels,offensiveDuelsWon,aerialDuels,aerialDuelsWon,fouls,passes,successfulPasses,smartPasses,successfulSmartPasses,passesToFinalThird,successfulPassesToFinalThird,crosses,successfulCrosses,forwardPasses,successfulForwardPasses,backPasses,successfulBackPasses,throughPasses,successfulThroughPasses,keyPasses,successfulKeyPasses,verticalPasses,successfulVerticalPasses,longPasses,successfulLongPasses,dribbles,successfulDribbles,interceptions,defensiveActions,successfulDefensiveAction,attackingActions,successfulAttackingActions,freeKicks,freeKicksOnTarget,directFreeKicks,directFreeKicksOnTarget,corners,successfulPenalties,successfulLinkupPlays,accelerations,pressingDuels,pressingDuelsWon,looseBallDuels,looseBallDuelsWon,missedBalls,shotAssists,shotOnTargetAssists,recoveries,opponentHalfRecoveries,dangerousOpponentHalfRecoveries,losses,ownHalfLosses,dangerousOwnHalfLosses,xgShot,xgAssist,xgSave,receivedPass,touchInBox,progressiveRun,offsides,clearances,secondAssists,thirdAssists,shotsBlocked,foulsSuffered,progressivePasses,counterpressingRecoveries,slidingTackles,goalKicks,dribblesAgainst,dribblesAgainstWon,goalKicksShort,goalKicksLong,shotsOnTarget,successfulProgressivePasses,successfulSlidingTackles,successfulGoalKicks,fieldAerialDuels,fieldAerialDuelsWon,gkCleanSheets,gkConcededGoals,gkShotsAgainst,gkExits,gkSuccessfulExits,gkAerialDuels,gkAerialDuelsWon,gkSaves,newDuelsWon,newDefensiveDuelsWon,newOffensiveDuelsWon,newSuccessfulDribbles,lateralPasses,successfulLateralPasses,playerId,matchName
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238584.0,"Petrolul 52 - Universitatea Craiova, 0-4_players_stats.json"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273125.0,"Petrolul 52 - Universitatea Craiova, 0-4_players_stats.json"
1.0,1.0,1.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,6.0,2.0,5.0,3.0,1.0,0.0,2.0,46.0,34.0,0.0,0.0,7.0,5.0,4.0,1.0,20.0,13.0,9.0,8.0,1.0,1.0,0.0,0.0,9.0,7.0,4.0,1.0,3.0,1.0,3.0,9.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,7.0,0.0,0.0,14.0,5.0,0.0,0.0,0.05,0.0,38.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,8.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,1.0,9.0,7.0,279058.0,"Petrolul 52 - Universitatea Craiova, 0-4_players_stats.json"
1.0,1.0,1.0,0.0,87.0,87.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,3.0,2.0,4.0,4.0,1.0,0.0,0.0,51.0,43.0,1.0,1.0,11.0,9.0,0.0,0.0,20.0,14.0,7.0,6.0,1.0,1.0,0.0,0.0,16.0,15.0,4.0,2.0,1.0,1.0,3.0,6.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,12.0,2.0,0.0,0.07,0.0,0.0,36.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,1.0,16.0,15.0,286015.0,"Petrolul 52 - Universitatea Craiova, 0-4_players_stats.json"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327219.0,"Petrolul 52 - Universitatea Craiova, 0-4_players_stats.json"
1.0,1.0,0.0,0.0,99.0,99.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,5.0,1.0,1.0,0.0,4.0,0.0,1.0,44.0,38.0,0.0,0.0,4.0,2.0,0.0,0.0,12.0,9.0,4.0,4.0,0.0,0.0,0.0,0.0,28.0,25.0,4.0,1.0,1.0,0.0,4.0,9.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,3.0,0.0,12.0,4.0,1.0,0.41,0.0,0.0,34.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,1.0,28.0,25.0,347151.0,"Petrolul 52 - Universitatea Craiova, 0-4_players_stats.json"
1.0,1.0,0.0,0.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,5.0,2.0,10.0,1.0,1.0,0.0,2.0,53.0,44.0,0.0,0.0,2.0,2.0,3.0,2.0,16.0,11.0,17.0,15.0,0.0,0.0,1.0,1.0,10.0,9.0,1.0,0.0,2.0,0.0,9.0,14.0,12.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,3.0,1.0,13.0,7.0,0.0,0.0,0.28,0.0,38.0,1.0,5.0,1.0,1.0,0.0,0.0,2.0,1.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,10.0,9.0,358660.0,"Petrolul 52 - Universitatea Craiova, 0-4_players_stats.json"
1.0,0.0,0.0,1.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,24.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,9.0,8.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,9.0,8.0,380866.0,"Petrolul 52 - Universitatea Craiova, 0-4_players_stats.json"
1.0,1.0,0.0,0.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,7.0,1.0,3.0,2.0,2.0,1.0,0.0,52.0,45.0,0.0,0.0,10.0,7.0,2.0,0.0,19.0,14.0,10.0,10.0,2.0,0.0,0.0,0.0,20.0,19.0,4.0,1.0,3.0,2.0,9.0,17.0,17.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,6.0,0.0,12.0,5.0,2.0,0.0,0.0,0.0,40.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,7.0,4.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,1.0,20.0,19.0,404908.0,"Petrolul 52 - Universitatea Craiova, 0-4_players_stats.json"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397975.0,"Petrolul 52 - Universitatea Craiova, 0-4_players_stats.json"
1.0,1.0,1.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,412695.0,"Petrolul 52 - Universitatea Craiova, 0-4_players_stats.json"
1.0,1.0,0.0,0.0,99.0,99.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,1.0,2.0,2.0,3.0,0.0,1.0,64.0,58.0,0.0,0.0,2.0,1.0,0.0,0.0,20.0,16.0,4.0,2.0,0.0,0.0,0.0,0.0,34.0,34.0,4.0,1.0,1.0,1.0,4.0,6.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,7.0,5.0,1.0,0.05,0.0,0.0,50.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,34.0,34.0,420975.0,"Petrolul 52 - Universitatea Craiova, 0-4_players_stats.json"
1.0,1.0,0.0,0.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,4.0,1.0,5.0,2.0,1.0,0.0,1.0,71.0,66.0,0.0,0.0,6.0,4.0,0.0,0.0,24.0,21.0,4.0,4.0,1.0,0.0,0.0,0.0,37.0,36.0,9.0,6.0,0.0,0.0,4.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,3.0,0.0,7.0,4.0,1.0,0.0,0.0,0.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,0.0,37.0,36.0,435748.0,"Petrolul 52 - Universitatea Craiova, 0-4_players_stats.json"
1.0,1.0,1.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,7.0,4.0,0.0,0.0,1.0,1.0,2.0,34.0,29.0,0.0,0.0,5.0,2.0,0.0,0.0,9.0,4.0,9.0,9.0,2.0,1.0,0.0,0.0,15.0,15.0,5.0,3.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,3.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,15.0,15.0,475721.0,"Petrolul 52 - Universitatea Craiova, 0-4_players_stats.json"
1.0,1.0,1.0,0.0,85.0,85.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,6.0,5.0,2.0,10.0,3.0,1.0,0.0,1.0,32.0,24.0,0.0,0.0,4.0,2.0,1.0,0.0,8.0,5.0,8.0,7.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0,0.0,2.0,1.0,4.0,9.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,4.0,0.0,9.0,5.0,1.0,0.01,0.0,0.0,20.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,1.0,9.0,6.0,475980.0,"Petrolul 52 - Universitatea Craiova, 0-4_players_stats.json"
1.0,1.0,1.0,0.0,67.0,67.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,26.0,18.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,7.0,6.0,0.0,0.0,1.0,1.0,6.0,5.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,9.0,3.0,0.0,0.31,0.18,0.0,24.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,6.0,5.0,504570.0,"Petrolul 52 - Universitatea Craiova, 0-4_players_stats.json"
1.0,1.0,0.0,0.0,99.0,99.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,6.0,1.0,4.0,3.0,3.0,3.0,0.0,75.0,67.0,1.0,0.0,10.0,6.0,0.0,0.0,28.0,22.0,7.0,7.0,2.0,0.0,0.0,0.0,29.0,27.0,13.0,8.0,1.0,1.0,7.0,13.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,1.0,9.0,4.0,0.0,0.03,0.0,0.0,61.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,13.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,2.0,0.0,29.0,27.0,512664.0,"Petrolul 52 - Universitatea Craiova, 0-4_players_stats.json"
1.0,1.0,1.0,0.0,79.0,79.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,4.0,3.0,1.0,6.0,2.0,3.0,1.0,2.0,20.0,15.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,2.0,8.0,8.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0,4.0,7.0,5.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,2.0,1.0,5.0,5.0,3.0,12.0,3.0,1.0,1.27,0.29,0.0,16.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,2.0,525537.0,"Petrolul 52 - Universitatea Craiova, 0-4_players_stats.json"
1.0,0.0,0.0,1.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,17.0,10.0,0.0,0.0,3.0,2.0,3.0,1.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,7.0,5.0,545262.0,"Petrolul 52 - Universitatea Craiova, 0-4_players_stats.json"
1.0,0.0,0.0,1.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,547271.0,"Petrolul 52 - Universitatea Craiova, 0-4_players_stats.json"
1.0,0.0,0.0,1.0,27.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,13.0,8.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,892108.0,"Unirea Slobozia - Metaloglobus, 2-1_players_stats.json"
1.0,0.0,0.0,1.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,4.0,0.0,4.0,2.0,0.0,0.0,1.0,10.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,0.0,3.0,2.0,882555.0,"Unirea Slobozia - Metaloglobus, 2-1_players_stats.json"
1.0,1.0,1.0,0.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,5.0,2.0,5.0,5.0,1.0,0.0,1.0,26.0,21.0,0.0,0.0,3.0,1.0,2.0,0.0,8.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,1.0,3.0,3.0,2.0,7.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,5.0,3.0,5.0,4.0,882554.0,"Unirea Slobozia - Metaloglobus, 2-1_players_stats.json"
1.0,1.0,1.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,4.0,1.0,10.0,5.0,2.0,2.0,0.0,20.0,14.0,0.0,0.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,7.0,4.0,0.0,0.0,3.0,3.0,2.0,6.0,6.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,1.0,0.0,8.0,1.0,0.0,0.0,0.04,0.0,10.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,4.0,2.0,7.0,4.0,880237.0,"Unirea Slobozia - Metaloglobus, 2-1_players_stats.json"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858732.0,"Unirea Slobozia - Metaloglobus, 2-1_players_stats.json"
1.0,0.0,0.0,1.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,826254.0,"Unirea Slobozia - Metaloglobus, 2-1_players_stats.json"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805767.0,"Unirea Slobozia - Metaloglobus, 2-1_players_stats.json"
